,Pozo,Num BHA,MD,TVD,DLS Mean,Azi Mean,Inc Mean,Inc Max,Azi Max,DLS Max,MW,Tiempo,Tipo Pozo,Duracion
47,CASTILLA 190,5,9651.0,6541.8,1.5325348944679875,118.25656565656568,36.5981818181818,92.95,352.38,3.94,10.72839194870148,27.0,TIPO J,480.0
48,CASTILLA 191,12,8039.8,7495.9,1.073925804743295,216.60020618556692,11.944948453608246,53.09,355.94,2.86,10.357894736842104,24.5,TIPO J,456.0
49,CASTILLA 192,11,10123.0,7033.8,1.4161034948269826,86.31338709677419,32.58338709677418,90.31,351.14,4.03,10.791836734693874,9.0,TIPO J,624.0
50,CASTILLA 193,5,8050.0,7455.6,0.920834936139864,89.4325961538462,14.769326923076923,51.6,354.35,2.91,10.055555555555554,53.5,TIPO J,432.0
51,CASTILLA 194,9,8286.0,6926.6,1.103199681068987,246.56873684210532,24.18210526315789,74.35,329.56,2.97,10.097276354831621,57.5,TIPO J,576.0
52,CASTILLA 195,5,8814.0,7318.4,0.9662521330247937,60.003009708737835,31.48349514563106,46.5,345.53,3.51,10.133333333333338,133.5,TIPO J,408.0
53,CASTILLA 196,11,9943.0,7018.5,1.4339712547092012,111.25028037383169,34.77411214953272,85.71,337.42,3.96,9.870731707317072,163.0,HORIZONTAL,696.0
54,CASTILLA 197,5,9861.0,7086.6,1.3777835108248082,229.0822522522522,31.53954954954955,92.01,358.63,4.09,10.210526315789469,28.5,HORIZONTAL,576.0
55,CASTILLA 198,8,8124.0,7292.0,1.3557601441994742,65.02932203389832,24.940508474576276,85.65,359.63,4.9,9.893939393939394,194.5,TIPO J,768.0
56,CASTILLA 199,9,7703.0,7316.6,1.185456439680445,120.00802083333326,10.781249999999998,51.34,357.57,4.63,10.44375,27.0,TIPO J,360.0
57,CASTILLA 200,39,9919.0,6871.3,1.475744287377866,108.86254098360658,32.238278688524595,93.04,346.25,4.79,10.220833333333335,53.5,TIPO J,576.0
58,CASTILLA 201,12,7788.0,7341.6,1.4040673570306887,104.93821782178216,13.04990099009901,50.24,340.0,4.29,10.399999999999999,50.5,TIPO J,384.0
59,CASTILLA 202,5,8314.0,7010.1,0.9813774411283753,210.2622222222222,26.652888888888892,53.37,285.42,2.37,10.461818181818186,51.0,TIPO J,455.98333333344
60,CASTILLA 204,4,7900.0,6921.1,1.3079486586185192,86.85815286624204,22.084267515923568,62.99,350.81,2.59,9.924590163934425,61.0,TIPO J,481.5
61,CASTILLA 205,19,8100.0,7102.4,0.9227858359899728,138.0686516853932,24.004382022471905,49.57,223.5,2.48,10.056666666666667,16.5,TIPO J,364.00000000008004
62,CASTILLA 206,12,8359.0,6680.7,0.9468595634742749,100.06204301075269,31.85903225806452,60.83,354.71,2.25,10.149999999999995,7.0,TIPO J,435.0
63,CASTILLA 207,7,7740.0,6609.9,1.0892230862148773,111.5741447368422,25.63440789473684,58.6,299.17,2.69,10.288095238095236,11.5,TIPO J,327.0
64,CASTILLA 209,7,7320.0,7077.1,0.7948453769629179,164.34641025641025,8.521666666666667,35.35,347.86,2.94,9.91551724137931,86.0,TIPO J,439.99999999991996
65,CASTILLA 210,6,10732.0,7039.4,1.2845407352586375,303.7519672131147,40.62229508196721,90.2,357.15,3.62,10.263636363636358,1.0,HORIZONTAL,696.0
66,CASTILLA 211,4,8901.0,6990.6,1.2035092098343878,254.93274509803928,27.175686274509804,79.99,356.91,3.94,10.190163934426232,31.5,HORIZONTAL,504.0
67,CASTILLA 212,6,8481.0,6546.1,1.612703308713107,126.77336734693883,28.765000000000008,90.14,359.31,4.79,10.068518518518518,15.5,HORIZONTAL,408.0
68,CASTILLA 214,14,7769.0,7172.0,0.8135468976560423,260.3914285714286,16.728452380952383,42.45,342.35,2.8,9.95483870967742,69.0,TIPO J,423.0
69,CASTILLA 215,8,8052.0,7152.8,0.8676172966641299,268.4461797752808,21.637865168539328,48.0,354.26,2.92,10.327083333333334,468.0,TIPO J,807.4999999999201
70,CASTILLA 216,7,8268.0,6655.4,1.1411732543816044,99.99054347826088,31.435543478260872,61.9,133.96,2.63,10.849038461538463,369.5,TIPO J,801.0
71,CASTILLA 217,15,7710.0,7211.6,0.8599780787564641,236.71638297872352,17.32734042553191,34.38,344.32,2.05,9.770588235294122,322.0,TIPO J,657.49999999992
72,CASTILLA 218,4,7820.0,7011.0,0.8855051694483246,101.49470588235293,21.265764705882354,52.29,346.11,2.54,10.193478260869563,11.0,TIPO J,342.0
73,CASTILLA 219,7,7892.0,7211.7,0.8241142460127306,65.29965517241381,20.118390804597706,39.1,356.07,1.92,10.545614035087718,82.0,TIPO J,426.0
74,CASTILLA 221,8,8287.0,7137.1,1.0149545455318052,238.9658426966293,24.184269662921345,52.2,324.96,3.37,10.102083333333333,45.5,TIPO J,400.00000000008004
75,CASTILLA 222,19,7465.0,7021.1,1.2944689487750234,231.88907407407407,16.053487654320985,54.5,352.98,3.63,9.911267605633812,261.5,TIPO J,562.98333333336
76,CASTILLA 223,5,8964.0,6812.0,0.9736577618489203,209.81929824561402,30.510263157894727,79.9,351.52,4.18,10.431481481481482,25.5,TIPO J,430.00000000008004
77,CASTILLA 224,7,7733.0,7331.6,1.1675095602392818,128.48428571428565,10.248214285714289,46.92,343.21,3.63,10.788888888888888,38.5,TIPO J,384.0
78,CASTILLA 225,5,9121.0,6732.8,1.150451777411317,174.29673076923083,31.19403846153846,80.35,352.96,3.62,10.198437500000002,32.5,TIPO J,528.9666666667199
79,CASTILLA 226,5,7634.0,6785.9,1.1241421357512813,73.55666666666669,20.12904761904762,59.93,359.07,2.76,10.482758620689651,9.5,TIPO J,427.5
80,CASTILLA 227,5,8059.0,7478.4,0.9196937611947502,212.87023529411752,15.569588235294114,43.07,297.55,2.56,10.560416666666665,176.5,DESVIADO T,540.0
81,CASTILLA 229,7,8550.0,7086.1,0.9592414674011324,187.28842105263163,28.222,54.95,301.4,3.13,10.3765625,97.5,TIPO J,416.50000000008004
82,CASTILLA 230,4,7700.0,7188.2,0.9244101085994829,104.32152985074626,13.823805970149252,50.37,349.64,3.21,9.59629629629629,232.0,TIPO J,630.0
83,CASTILLA 231,11,7408.0,6865.1,1.1593875223895012,203.39211764705877,13.757764705882353,64.78,357.85,4.31,10.43870023975109,2.0,TIPO J,305.50000000008004
84,CASTILLA 232,14,9140.0,6770.7,1.2976625493792187,103.38630550621671,25.84319715808172,88.54,355.29,4.94,9.485889570552144,817.0,HORIZONTAL,1293.49999999992
85,CASTILLA 233,8,10040.0,7265.3,1.3800936286524,107.86111111111106,30.926923076923075,89.02,357.67,4.69,9.828125000000009,229.0,TIPO J,789.0
86,CASTILLA 234,10,9316.0,7237.6,1.4439189586754668,128.5983613445378,27.65495798319328,89.83,357.02,4.88,9.898484848484859,352.5,TIPO J,1050.0
87,CASTILLA 236,8,8447.0,7309.7,1.1104064269316143,252.84659340659348,19.734175824175825,74.79,357.68,4.11,10.387058823529424,43.0,HORIZONTAL,667.00000000008
88,CASTILLA 237,4,8501.0,7339.5,1.014659007709382,226.0284615384616,24.28571428571428,54.7,266.16,2.62,10.591634292517966,33.0,TIPO J,375.0
89,CASTILLA 238,15,9523.0,6937.3,1.3204818723353016,144.99035714285705,31.09705357142857,95.0,356.42,4.32,10.12737575268423,21.5,HORIZONTAL,461.50000000008004
90,CASTILLA 240,7,8070.0,6924.6,1.3278976500158555,150.03632653061229,20.805510204081635,76.3,356.76,3.58,10.665999999999999,10.0,TIPO J,432.0
91,CASTILLA 241,5,9543.0,6838.5,1.3040096276446298,133.0573958333333,32.7503125,98.24,355.95,4.6,9.765909090909084,103.0,HORIZONTAL,696.0
92,CASTILLA 242,5,7650.0,7119.4,1.0219625889080717,67.86080246913583,15.65067901234567,50.62,356.08,2.48,9.72631578947368,229.0,TIPO J,540.49999999992
93,CASTILLA 243,12,9946.0,7278.6,1.3805077189558752,261.276320754717,28.474245283018867,87.22,355.52,4.72,9.371428571428568,149.5,HORIZONTAL,1080.0
94,CASTILLA 245,23,10086.0,6769.8,1.4902725934522096,107.21353982300889,36.41601769911504,93.32,353.21,4.22,9.995833333333332,18.0,TIPO J,552.0
95,CASTILLA 246,6,9858.0,6820.0,1.5285064582858725,112.81483606557383,32.385737704918036,92.1,357.76,4.64,10.165217391304349,38.0,TIPO J,528.0
96,CASTILLA 248,4,9850.0,7303.0,1.2002776193034137,85.89609865470848,32.33739910313901,82.47,325.94,3.13,10.813749999999997,17.0,HORIZONTAL,633.49999999992
97,CASTILLA 249,6,9300.0,7341.1,1.2079246212694223,117.19655,22.670299999999983,77.3,335.36,4.89,10.820833333333335,24.5,HORIZONTAL,472.99999999991996
98,CASTILLA 250,7,7836.0,7123.5,1.1329145712931252,176.98808510638295,16.616063829787233,57.93,354.91,4.07,10.4337804094211,90.5,TIPO J,519.0
99,CASTILLA 251,19,8540.0,7500.1,1.0088580048878821,109.78442477876105,23.010884955752214,48.22,303.84,2.46,10.586930693069318,354.5,TIPO J,804.4999999999201
100,CASTILLA 252,10,9554.0,7008.0,1.7198505377970692,54.615483870967736,43.2971612903226,93.0,353.05,4.92,9.484388185654025,1390.0,HORIZONTAL,1912.00000000008
101,CASTILLA 253,11,9451.0,6846.7,1.3824217403812276,140.4073394495412,30.52733944954128,93.16,359.99,4.52,9.901639344262298,314.0,HORIZONTAL,926.98333333344
102,CASTILLA 254,15,9464.0,6939.9,1.3026077924697401,145.29123809523807,29.560666666666663,86.83,358.42,4.17,10.060869565217393,124.0,TIPO J,528.0
103,CASTILLA 255,7,8461.0,7454.2,0.9787883839147853,144.02033333333333,21.955000000000005,51.0,333.89,2.65,10.540000000000006,168.5,TIPO J,660.0
104,CASTILLA 257,4,7471.0,7039.9,1.0315806568955321,234.1524550898204,11.866526946107786,50.0,353.78,3.57,10.542108888689997,252.5,TIPO S,707.50000000008
105,CASTILLA 258,8,8132.0,6854.6,1.328470886927264,218.13738219895293,23.876753926701568,72.7,352.21,3.98,10.685714285714282,20.5,HORIZONTAL,329.50000000008004
106,CASTILLA 260,11,8550.0,7584.1,0.9690223829722021,250.29130681818177,15.05903409090909,52.63,359.23,2.97,10.56028354454263,55.5,TIPO S,363.49999999991996
107,CASTILLA 261,5,8720.0,6766.0,1.556263865108998,172.18396226415095,29.729999999999997,88.62,337.33,4.0,10.272727272727272,12.5,HORIZONTAL,384.0
108,CASTILLA 264,8,7800.0,7188.2,1.0002354444082096,217.65539325842698,15.254044943820226,57.64,358.44,3.44,11.296774193548396,638.0,TIPO J,1008.0
109,CASTILLA 265,7,9700.0,7006.5,1.3146927693223154,272.93594059405945,31.278613861386138,91.46,357.7,4.81,9.996296296296292,84.5,HORIZONTAL,637.99999999992
110,CASTILLA 266,5,9960.0,6953.0,1.359164953926555,219.73704347826072,33.64608695652175,89.89,359.95,3.55,9.748275862068962,193.0,HORIZONTAL,694.5
111,CASTILLA 268,13,10710.0,7184.3,1.2620675398436763,132.32076271186446,35.77271186440677,90.75,353.12,4.14,10.072072072072075,93.0,TIPO J,648.0
112,CASTILLA 269,6,10428.0,7101.6,1.2585560474207593,111.13584070796463,36.63778761061947,89.45,174.51,3.01,10.112244897959197,725.0,HORIZONTAL,1465.5
113,CASTILLA 270,13,10671.0,7126.2,1.3639111516435063,108.75319999999998,43.358959999999996,90.14,336.74,3.93,9.584083044982703,1400.5,TIPO J,2352.0
114,CASTILLA 271,12,10101.0,7164.7,1.258696770425404,258.6183333333332,31.940964912280702,87.1,358.8,3.93,10.262931308239787,8.5,HORIZONTAL,432.0
115,CASTILLA 272,12,7830.0,7113.0,1.095974242538845,245.29362499999996,16.224749999999997,58.27,359.9,4.0,10.188970292937803,25.5,TIPO J,408.0
116,CASTILLA 273,6,9837.0,6693.0,1.3649910408830757,74.70226086956521,35.714869565217384,92.58,357.35,3.95,10.232311045219326,261.5,HORIZONTAL,696.0
117,CASTILLA 274,7,9670.0,7133.3,1.247150903061692,234.1805050505051,30.490606060606062,88.81,345.07,3.91,9.902040816326531,33.5,HORIZONTAL,528.0
118,CASTILLA 276,10,9752.0,6930.8,1.5350146854204723,193.12199999999996,36.338307692307666,95.96,358.85,4.57,9.591499999999993,822.0,HORIZONTAL,1590.0
119,CASTILLA 277,6,7456.0,7454.4,0.38112289570778624,184.95012345679012,0.862716049382716,3.7,358.69,1.4369848507768956,10.313953488372091,2.0,VERTICAL,384.0
120,CASTILLA 278,8,9508.0,6517.1,1.5010651373976993,98.96485981308408,34.61943925233645,93.16,353.48,4.42,9.97659574468085,47.0,HORIZONTAL,480.0
121,CASTILLA 281,5,10200.0,7067.2,1.3051891015980277,238.23747368421039,28.87456140350877,89.8,348.26,3.69,10.976415094339615,301.0,TIPO J,824.5000000000799
122,CASTILLA 283,9,9500.0,6790.4,1.826687024110533,165.2387692307692,34.082256410256385,91.15,260.49,4.15,10.685869565217399,163.5,HORIZONTAL,732.49999999992
123,CASTILLA 284,4,8100.0,7152.3,0.8040217910461525,110.5761797752809,24.696292134831452,43.25,346.73,1.89,10.082692307692307,30.0,TIPO J,420.0
124,CASTILLA 285,10,8620.0,7309.8,1.3456287028351763,304.0824719101124,26.187415730337072,50.24,351.68,3.45,10.980722891566264,112.0,TIPO J,676.99999999992
125,CASTILLA 286,7,7510.0,6980.4,1.0363080808929712,70.66481481481478,15.234814814814817,49.39,359.69,3.05,9.690277777777784,102.0,TIPO J,568.00000000008
126,CASTILLA 287,4,8365.0,7056.4,0.9456231624070055,104.92425742574265,28.136237623762373,52.12,357.48,1.94,10.92926829268293,93.0,TIPO J,550.99999999992
127,CASTILLA 288,7,7540.0,7078.6,0.9255486181745546,47.34626373626374,18.000109890109893,39.07,191.72,2.03,10.44915254237288,52.5,TIPO J,421.00000000008004
128,CASTILLA 289,4,8390.0,7065.2,1.096873198088423,62.52970873786409,27.890194174757287,52.39,124.07,2.74,10.625333333333336,41.0,TIPO J,525.0
129,CASTILLA 290,8,7843.0,6856.7,0.9020197898276281,302.08448979591833,23.32061224489796,52.2,347.73,1.92,10.369166666666667,87.0,TIPO J,442.99999999991996
130,CASTILLA 291,6,8340.0,7050.1,0.8980793940310758,245.6535,27.787100000000006,60.4,348.96,3.07,10.120895522388059,14.5,TIPO J,547.99999999992
131,CASTILLA 292,6,7772.0,6906.0,1.1282465241450668,130.7718823529412,20.075411764705883,60.16,357.76,2.85,10.428865147846505,27.5,TIPO J,487.00000000008004
132,CASTILLA 293,7,7487.0,6885.2,1.226397042799165,184.38819277108428,16.357590361445784,53.7,355.71,4.48,10.305882352941175,13.0,TIPO J,379.99999999991996
133,CASTILLA 294,6,7516.0,7247.4,0.8646542208610795,86.09583333333336,9.767738095238096,38.5,329.54,2.35,10.43555555555555,26.0,TIPO J,343.99999999991996
134,CASTILLA 295,6,7340.0,6800.3,1.2807269284267477,222.86556818181808,16.93659090909091,53.0,355.82,2.81,9.489230769230778,265.0,TIPO J,603.49999999992
135,CASTILLA 296,7,7820.0,7347.1,1.0267232672860285,228.51770114942525,12.87563218390805,49.94,333.62,3.79,10.381818181818177,32.0,TIPO J,438.49999999991996
136,CASTILLA 300,6,7400.0,7256.5,0.8224933607265322,156.70494382022468,10.251797752808987,19.25,358.0,2.65,10.361764705882358,186.5,TIPO J,538.00000000008
137,CASTILLA 301,5,7930.0,7190.1,1.103580690733809,229.4118604651162,19.2246511627907,51.9,335.7,2.17,10.489393939393935,43.0,TIPO J,544.99999999992
138,CASTILLA 302,5,8058.0,7666.1,1.1601676882458931,112.95533333333337,12.685888888888886,48.31,352.34,3.83,10.350624999999999,5.0,TIPO J,384.0
139,CASTILLA 303,7,8082.0,7384.9,1.1571742424508944,139.4790697674419,19.00418604651163,47.03,358.5,2.79,10.528846153846148,26.0,TIPO J,412.00000000008004
140,CASTILLA 304,8,7770.0,7129.6,0.8912276563389481,278.6077215189874,17.93012658227848,46.96,354.82,2.79,10.56458333333333,12.0,TIPO J,373.00000000008004
141,CASTILLA 305,10,7675.0,7280.7,1.1263492150696008,190.93421686746984,12.838674698795183,43.87,331.73,3.57,10.625,25.0,TIPO J,448.99999999991996
142,CASTILLA 306,8,8300.0,7411.0,1.0559620504963327,212.5450467289718,22.32467289719626,47.0,269.75,2.15,10.728571428571428,60.0,DESVIADO T,434.50000000008004
143,CASTILLA 308,6,10014.0,7121.8,1.400936980585975,268.93283185840704,30.461858407079646,89.48,353.09,4.45,10.025490196078426,769.0,HORIZONTAL,1200.0
144,CASTILLA 309,5,9386.0,7129.6,1.3835068358211797,219.66306976744193,30.506697674418604,85.4,310.46,3.92,10.090255586712498,129.5,HORIZONTAL,568.00000000008
145,CASTILLA 312,11,9959.0,7068.3,1.4470217733563524,85.47399999999996,44.465851851851845,90.7,353.41,4.75,9.52454545454545,292.0,HORIZONTAL,1560.0
146,CASTILLA 313,4,8374.0,7264.5,1.1449882920631114,178.44823863636358,23.539261363636363,52.54,352.92,3.17,10.162295081967219,110.0,HORIZONTAL,492.0
147,CASTILLA 314,8,8130.0,7483.2,1.1628095455233065,225.6813999999999,16.461900000000004,52.0,309.65,3.62,10.307407407407405,54.5,DESVIADO T,432.0
148,CASTILLA 315,5,8150.0,7293.9,0.9899094333421115,167.14683615819212,18.759265536723156,53.38,336.78,4.59,10.381944444444441,165.0,HORIZONTAL,577.00000000008
149,CASTILLA 317,7,8400.0,7654.2,1.0183649398183612,97.96354838709682,15.746129032258068,52.91,353.19,3.16,10.735211267605628,144.5,TIPO J,565.00000000008
150,CASTILLA 318,5,7667.0,7337.8,0.8604179035952113,121.8034693877551,10.102959183673471,46.61,355.98,3.41,10.34677419354839,58.5,TIPO J,496.99999999991996
151,CASTILLA 320,6,7945.0,7739.5,0.8286285326191861,104.990786516854,8.97112359550562,29.5,359.18,2.78,10.312369973739312,5.0,DESVIADO T,340.99999999991996
152,CASTILLA 322,7,8225.0,7381.8,1.2176698485077688,92.61139999999997,21.233599999999996,53.5,320.83,2.92,10.112195121951224,288.0,TIPO J,647.50000000008
153,CASTILLA 325,4,8493.0,6980.4,1.2325710956214697,239.21296703296701,24.537802197802204,79.6,348.03,3.59,10.67708333333333,1.5,HORIZONTAL,357.49999999991996
154,CASTILLA 327,7,8010.0,7189.8,1.0118547727616534,220.83245,19.773200000000003,50.31,317.54,3.98,10.586757049496388,37.0,TIPO J,460.99999999991996
155,CASTILLA 328,10,9748.0,7051.9,1.3916716382933885,240.72289062499996,33.05171874999999,88.33,357.17,4.91,9.504587155963304,1585.5,HORIZONTAL,2119.99999999992
156,CASTILLA 330,14,9340.0,7115.3,1.0803682881647096,168.75311403508766,29.245394736842115,70.92,350.07,3.19,10.30091743119267,361.0,TIPO J,880.0000000000799
157,CASTILLA 333,6,8100.0,7289.1,0.9346100670934536,246.91817307692298,18.119855769230774,50.29,347.57,3.76,10.425000000000006,122.0,TIPO J,502.00000000008004
158,CASTILLA 336,4,8100.0,7379.8,0.9098813946403629,67.61908602150541,20.609784946236555,46.0,176.71,2.03,10.759999999999998,1.0,HORIZONTAL,322.5
159,CASTILLA 339,7,9955.0,7076.4,1.2617331193230348,67.06891304347828,23.577608695652174,91.75,331.48,4.82,10.090476190476195,44.0,HORIZONTAL,501.0
160,CASTILLA 340,5,8204.0,7310.0,0.8697595811388757,66.74196078431369,23.60098039215687,49.99,342.47,2.53,10.33055555555556,49.5,HORIZONTAL,495.0
161,CASTILLA 341,6,8380.0,7374.7,0.9543650932841713,72.65105769230772,22.64105769230769,52.6,340.59,2.98,10.466031890203174,31.5,TIPO J,471.49999999991996
162,CASTILLA 342,4,8375.0,7264.3,0.970249684391185,154.0213541666667,24.765104166666674,54.88,353.84,2.36,10.589473684210528,64.5,TIPO J,436.00000000008004
163,CASTILLA 343,5,8113.0,7236.2,0.9756778126615377,151.30977011494255,19.68735632183908,52.22,223.1,2.75,10.240350877192979,83.0,TIPO J,424.00000000008004
